SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-867490171,12/28/2017 10:27:36 AM,12/29/2017 10:06:21 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,WVA,12/29/2017 10:05:46 AM,12/29/2017 10:06:20 AM,Y,N,"20449 W ENADIA WAY, 91306",20449,W,ENADIA,WAY,91306,34.2002368683,-118.579329005,"(34.2002368683, -118.579329005)",530,D,5,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-867488575,12/28/2017 10:27:34 AM,12/28/2017 10:28:23 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,SLA,,12/28/2017 10:28:23 AM,Y,N,"4157 S MAIN ST, 90037",4157,S,MAIN,ST,90037,34.0079133171,-118.274222696,"(34.0079133171, -118.274222696)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-867487531,12/28/2017 10:27:25 AM,01/02/2018 07:23:03 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 07:23:03 PM,Y,N,"12955 W SHORT AVE, 90066",12955,W,SHORT,AVE,90066,33.9884741443,-118.432716544,"(33.9884741443, -118.432716544)",672,C,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC
1-867486752,12/28/2017 10:27:25 AM,12/28/2017 10:28:15 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,SLA,,12/28/2017 10:28:15 AM,Y,N,"4254 S MAIN ST, 90011",4254,S,MAIN,ST,90011,34.0062949082,-118.273913257,"(34.0062949082, -118.273913257)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-867488881,12/28/2017 10:27:24 AM,01/04/2018 09:50:54 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/04/2018 12:00:00 AM,01/04/2018 09:47:42 AM,Y,N,"10632 W LINDAMERE DR, 90077",10632,W,LINDAMERE,DR,90077,34.1041354486,-118.457161167,"(34.1041354486, -118.457161167)",591,J,4,West Los Angeles APC,5,Paul Koretz,64,BEL AIR-BEVERLY CREST NC,WEST LOS ANGELES
1-867488411,12/28/2017 10:27:15 AM,12/28/2017 10:28:21 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,SLA,,12/28/2017 10:28:21 AM,Y,N,"4269 S MAIN ST, 90037",4269,S,MAIN,ST,90037,34.0059740573,-118.274207386,"(34.0059740573, -118.274207386)",674,C,3,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-867489801,12/28/2017 10:27:12 AM,01/03/2018 05:51:08 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/02/2018 12:00:00 AM,01/03/2018 05:51:07 AM,Y,N,"1008 N TREMONT ST, 90033",1008,N,TREMONT,ST,90033,34.0530623397,-118.197644559,"(34.0530623397, -118.197644559)",635,C,3,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-867487361,12/28/2017 10:26:58 AM,01/02/2018 09:30:37 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,01/02/2018 09:30:36 PM,Y,N,"13940 W SHERMAN WAY, 91405",13940,W,SHERMAN,WAY,91405,34.200982438,-118.437077648,"(34.200982438, -118.437077648)",532,B,5,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS
1-867487281,12/28/2017 10:26:54 AM,01/02/2018 07:37:49 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 07:37:48 PM,Y,N,"3270 S GREENFIELD AVE, 90034",3270,S,GREENFIELD,AVE,90034,34.0247665772,-118.421059287,"(34.0247665772, -118.421059287)",672,D,1,West Los Angeles APC,5,Paul Koretz,67,MAR VISTA CC,PACIFIC
1-867488061,12/28/2017 10:26:53 AM,01/02/2018 02:54:03 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 02:54:03 PM,Y,N,"246 E 88TH PL, 90003",246,E,88TH,PL,90003,33.9563133166,-118.270172382,"(33.9563133166, -118.270172382)",704,D,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867485671,12/28/2017 10:26:45 AM,01/04/2018 09:46:57 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/04/2018 12:00:00 AM,01/04/2018 09:46:57 AM,Y,N,"10451 N MONOGRAM AVE, 91344",10451,N,MONOGRAM,AVE,91344,34.2606600395,-118.492616127,"(34.2606600395, -118.492616127)",501,E,3,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE
1-867485491,12/28/2017 10:26:24 AM,12/28/2017 10:28:20 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/28/2017 10:28:20 AM,Y,N,"8361 N NORTHGATE AVE, 91304",8361,N,NORTHGATE,AVE,91304,34.2216175761,-118.604240836,"(34.2216175761, -118.604240836)",530,A,2,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-867486359,12/28/2017 10:26:13 AM,01/04/2018 12:23:17 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,EV,01/04/2018 12:00:00 AM,01/04/2018 12:23:16 PM,Y,,"12822 W ERWIN ST, 91606",12822,W,ERWIN,ST,91606,34.182940807,-118.412590337,"(34.182940807, -118.412590337)",532,E,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD
1-867482451,12/28/2017 10:25:34 AM,01/02/2018 11:43:03 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,01/02/2018 11:43:03 PM,Y,N,"13940 W SHERMAN WAY, 91405",13940,W,SHERMAN,WAY,91405,34.200982438,-118.437077648,"(34.200982438, -118.437077648)",532,B,5,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS
1-867484964,12/28/2017 10:24:34 AM,01/04/2018 07:41:49 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,GAP,01/03/2018 07:40:47 AM,01/04/2018 07:41:48 AM,Y,N,"1517 S WESTERN AVE, 90006",1517,S,WESTERN,AVE,90006,34.0448765897,-118.309180671,"(34.0448765897, -118.309180671)",633,H,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC
1-867480691,12/28/2017 10:24:30 AM,01/03/2018 01:04:19 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/03/2018 12:00:00 AM,01/03/2018 01:04:18 PM,Y,N,"4014 W AVENUE 43, 90041",4014,W,AVENUE 43,,90041,34.1255695709,-118.223352427,"(34.1255695709, -118.223352427)",564,J,7,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST
1-867478641,12/28/2017 10:24:02 AM,12/29/2017 08:29:34 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 08:29:34 AM,Y,N,"6333 S VICTORIA AVE, 90043",6333,S,VICTORIA,AVE,90043,33.9819718416,-118.332520838,"(33.9819718416, -118.332520838)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-867481371,12/28/2017 10:23:46 AM,01/04/2018 08:17:12 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2018 12:00:00 AM,01/04/2018 08:17:12 AM,Y,N,"2324 S HOOPER AVE, 90011",2324,S,HOOPER,AVE,90011,34.0174728728,-118.249213651,"(34.0174728728, -118.249213651)",674,F,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-867482001,12/28/2017 10:23:46 AM,01/02/2018 07:24:13 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,WLA,12/30/2017 12:00:00 AM,01/02/2018 07:24:13 PM,Y,N,"3633 S KEYSTONE AVE, 90034",3633,S,KEYSTONE,AVE,90034,34.0229134716,-118.409058174,"(34.0229134716, -118.409058174)",672,F,1,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC
1-867480461,12/28/2017 10:23:40 AM,01/02/2018 08:25:55 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,01/02/2018 08:25:54 PM,Y,N,"14814 W VANOWEN ST, 91405",14814,W,VANOWEN,ST,91405,34.1937021981,-118.455887341,"(34.1937021981, -118.455887341)",531,J,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS
1-867478484,12/28/2017 10:23:33 AM,12/30/2017 01:48:29 PM,SR Created,ITA,Other,Closed,Mobile App,iOS,N,,,12/30/2017 01:48:29 PM,Y,N,"5651 E HUB ST, 90042",5651,E,HUB,ST,90042,34.1162413144,-118.195770248,"(34.1162413144, -118.195770248)",595,C,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-867480361,12/28/2017 10:23:29 AM,01/02/2018 03:08:54 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 03:08:54 PM,Y,N,"147 W 103RD ST, 90003",147,W,103RD,ST,90003,33.9429432506,-118.275549472,"(33.9429432506, -118.275549472)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867479441,12/28/2017 10:22:35 AM,12/28/2017 10:23:28 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/28/2017 10:23:28 AM,Y,N,"22171 W BURTON ST, 91304",22171,W,BURTON,ST,91304,34.2188076699,-118.609787562,"(34.2188076699, -118.609787562)",529,J,2,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-867477414,12/28/2017 10:22:25 AM,12/29/2017 10:05:22 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,WVA,12/29/2017 10:04:35 AM,12/29/2017 10:05:22 AM,Y,N,"VALERIO ST AT CORBIN AVE, 91335",,,,,91335,34.2047643654,-118.562300452,"(34.2047643654, -118.562300452)",530,F,4,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-867479181,12/28/2017 10:22:16 AM,12/29/2017 10:51:55 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,12/29/2017 12:00:00 AM,12/29/2017 10:51:55 AM,Y,N,"5961 N DONNA AVE, 91356",5961,N,DONNA,AVE,91356,34.178890877,-118.547688021,"(34.178890877, -118.547688021)",560,G,1,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY
1-867479061,12/28/2017 10:21:54 AM,12/29/2017 09:00:01 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,12/29/2017 12:00:00 AM,12/29/2017 09:00:00 AM,Y,N,"5825 N BALCOM AVE, 91316",5825,N,BALCOM,AVE,91316,34.1763330387,-118.521058723,"(34.1763330387, -118.521058723)",561,B,1,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY
1-867476691,12/28/2017 10:21:52 AM,01/05/2018 11:25:14 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/01/2018 12:00:00 AM,01/05/2018 11:14:05 AM,Y,N,"931 E 91ST ST, 90002",931,E,91ST,ST,90002,33.9539545335,-118.257433409,"(33.9539545335, -118.257433409)",704,E,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867476511,12/28/2017 10:21:38 AM,01/02/2018 02:17:26 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 02:17:26 PM,Y,N,"147 W 103RD ST, 90003",147,W,103RD,ST,90003,33.9429432506,-118.275549472,"(33.9429432506, -118.275549472)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867476911,12/28/2017 10:20:48 AM,12/29/2017 08:44:39 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WV,12/29/2017 12:00:00 AM,12/29/2017 08:44:39 AM,Y,N,"5961 N DONNA AVE, 91356",5961,N,DONNA,AVE,91356,34.178890877,-118.547688021,"(34.178890877, -118.547688021)",560,G,1,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY
1-867474591,12/28/2017 10:20:48 AM,01/02/2018 07:37:01 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 07:37:00 PM,Y,N,"4371 S LYCEUM AVE, 90066",4371,S,LYCEUM,AVE,90066,33.9886584601,-118.432780245,"(33.9886584601, -118.432780245)",672,C,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC
1-867472524,12/28/2017 10:20:29 AM,01/02/2018 02:00:59 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 02:00:59 PM,Y,,"715 E 81ST ST, 90001",715,E,81ST,ST,90001,33.965682288,-118.262373376,"(33.965682288, -118.262373376)",704,E,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-867474111,12/28/2017 10:20:09 AM,01/02/2018 10:10:25 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 10:10:25 PM,Y,N,"931 E 91ST ST, 90002",931,E,91ST,ST,90002,33.9539545335,-118.257433409,"(33.9539545335, -118.257433409)",704,E,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867475901,12/28/2017 10:19:59 AM,01/03/2018 09:04:34 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/03/2018 12:00:00 AM,01/03/2018 09:04:34 AM,Y,N,"115 S BARRINGTON PL, 90049",115,S,BARRINGTON,PL,90049,34.0664180517,-118.469754503,"(34.0664180517, -118.469754503)",631,H,2,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-867473151,12/28/2017 10:19:50 AM,01/02/2018 01:44:43 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/02/2018 12:00:00 AM,01/02/2018 01:44:43 PM,Y,N,"3105 W 27TH ST, 90018",3105,W,27TH,ST,90018,34.0307359371,-118.318235862,"(34.0307359371, -118.318235862)",633,G,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST
1-867473051,12/28/2017 10:19:46 AM,01/02/2018 04:57:02 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,NC,12/30/2017 12:00:00 AM,01/02/2018 04:57:02 PM,Y,N,"339 S MANHATTAN PL, 90020",339,S,MANHATTAN,PL,90020,34.0677349893,-118.310559111,"(34.0677349893, -118.310559111)",633,H,2,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-867470701,12/28/2017 10:19:24 AM,12/28/2017 10:21:27 AM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,N,NEGB_ELA,12/28/2017 10:20:53 AM,12/28/2017 10:21:27 AM,Y,N,"AVENUE 56 AT YORK BLVD, 90042",,,,,90042,34.1193908107,-118.196739159,"(34.1193908107, -118.196739159)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-867471111,12/28/2017 10:18:36 AM,01/02/2018 02:50:02 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 02:50:02 PM,Y,N,"931 E 91ST ST, 90002",931,E,91ST,ST,90002,33.9539545335,-118.257433409,"(33.9539545335, -118.257433409)",704,E,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867468491,12/28/2017 10:18:11 AM,12/28/2017 10:19:57 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/28/2017 10:19:56 AM,Y,N,"22299 W BURTON ST, 91304",22299,W,BURTON,ST,91304,34.21876814,-118.612335201,"(34.21876814, -118.612335201)",529,J,2,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-867463561,12/28/2017 10:18:08 AM,12/28/2017 11:02:03 AM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,NEGB_ELA,12/28/2017 11:01:26 AM,12/28/2017 11:02:02 AM,Y,N,"5623 E MERIDIAN ST, 90042",5623,E,MERIDIAN,ST,90042,34.1208264419,-118.195742906,"(34.1208264419, -118.195742906)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-867468321,12/28/2017 10:17:58 AM,01/02/2018 05:04:18 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,12/29/2017 12:00:00 AM,01/02/2018 05:04:18 PM,Y,N,"1547 N MICHELTORENA ST, 90026",1547,N,MICHELTORENA,ST,90026,34.0896638455,-118.274705879,"(34.0896638455, -118.274705879)",594,C,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST
1-867468081,12/28/2017 10:17:39 AM,01/05/2018 12:41:58 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,01/05/2018 12:39:27 PM,Y,N,"141 N NEW HAMPSHIRE AVE, 90004",141,N,NEW HAMPSHIRE,AVE,90004,34.0739083957,-118.293256371,"(34.0739083957, -118.293256371)",634,A,1,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-867465621,12/28/2017 10:17:12 AM,01/03/2018 12:05:13 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,EV,01/02/2018 12:00:00 AM,01/02/2018 11:28:53 PM,Y,N,"13980 W RAVEN ST, 91342",13980,W,RAVEN,ST,91342,34.3076657276,-118.437901066,"(34.3076657276, -118.437901066)",482,B,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION
1-867469841,12/28/2017 10:17:09 AM,01/02/2018 04:29:26 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,12/29/2017 12:00:00 AM,01/02/2018 04:29:25 PM,Y,N,"4216 W FOUNTAIN AVE, 90029",4216,W,FOUNTAIN,AVE,90029,34.095647774,-118.281394479,"(34.095647774, -118.281394479)",594,B,5,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST
1-867461621,12/28/2017 10:17:06 AM,01/04/2018 08:17:57 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,01/04/2018 12:00:00 AM,01/04/2018 08:17:56 AM,Y,N,"1951 S STAUNTON AVE, 90058",1951,S,STAUNTON,AVE,90058,34.0187995279,-118.241674103,"(34.0187995279, -118.241674103)",674,G,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-867467810,12/28/2017 10:17:06 AM,01/02/2018 11:16:04 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,HBT,12/29/2017 11:15:01 AM,01/02/2018 11:16:03 AM,Y,N,"4357 W FOUNTAIN AVE, 90029",4357,W,FOUNTAIN,AVE,90029,34.0959361321,-118.284895027,"(34.0959361321, -118.284895027)",594,B,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-867461611,12/28/2017 10:17:06 AM,01/04/2018 03:18:26 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAPBH,12/29/2018 03:17:54 PM,01/04/2018 03:18:25 PM,Y,N,"1712 E NEWTON ST, 90021",1712,E,NEWTON,ST,90021,34.0249519129,-118.241013713,"(34.0249519129, -118.241013713)",634,G,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON
1-867465141,12/28/2017 10:16:16 AM,01/02/2018 09:00:00 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/30/2017 12:00:00 AM,01/02/2018 08:59:59 PM,Y,N,"10725 N MEMORY PARK AVE, 91345",10725,N,MEMORY PARK,AVE,91345,34.2647752051,-118.463801978,"(34.2647752051, -118.463801978)",501,H,3,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION
1-867458781,12/28/2017 10:15:51 AM,01/03/2018 09:53:02 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,iOS,N,WV,01/03/2018 12:00:00 AM,01/03/2018 09:48:15 AM,Y,,"19706 W TRAMMELL LANE, 91311",19706,W,TRAMMELL,LANE,91311,34.2720233834,-118.563056059,"(34.2720233834, -118.563056059)",500,E,2,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE
1-867460790,12/28/2017 10:15:47 AM,01/02/2018 08:12:08 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,N,HBT,12/29/2017 08:06:06 AM,01/02/2018 08:12:07 AM,Y,N,"315 N VERMONT AVE, 90004",315,N,VERMONT,AVE,90004,34.0768373343,-118.29194342,"(34.0768373343, -118.29194342)",594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART
1-867458462,12/28/2017 10:15:46 AM,12/28/2017 11:03:33 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Driver Self Report,,N,WV,12/29/2017 12:00:00 AM,12/28/2017 11:03:33 AM,Y,N,"9020 N INDEPENDENCE AVE, 91304",9020,N,INDEPENDENCE,AVE,91304,34.2342698783,-118.590624112,"(34.2342698783, -118.590624112)",500,B,7,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,DEVONSHIRE
1-867460715,12/28/2017 10:15:35 AM,03/22/2018 02:14:50 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Driver Self Report,,N,WV,12/29/2017 12:00:00 AM,03/22/2018 02:14:49 PM,Y,N,"6905 N DE SOTO AVE, 91303",6905,N,DE SOTO,AVE,91303,34.195741751,-118.588704232,"(34.195741751, -118.588704232)",530,C,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-867460311,12/28/2017 10:14:55 AM,12/28/2017 10:15:51 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/28/2017 10:15:51 AM,Y,N,"7831 N CAPISTRANO AVE, 91304",7831,N,CAPISTRANO,AVE,91304,34.2129144701,-118.616840997,"(34.2129144701, -118.616840997)",529,H,3,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-867459151,12/28/2017 10:14:46 AM,01/04/2018 12:24:19 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/01/2018 12:00:00 AM,01/04/2018 12:24:19 PM,Y,N,"10725 N MEMORY PARK AVE, 91345",10725,N,MEMORY PARK,AVE,91345,34.2653348777,-118.463820329,"(34.2653348777, -118.463820329)",501,H,3,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION
1-867460951,12/28/2017 10:14:43 AM,01/04/2018 03:44:23 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,GAPBH,12/29/2018 03:43:13 PM,01/04/2018 03:44:22 PM,Y,N,"1711 E 15TH ST, 90021",1711,E,15TH,ST,90021,34.0242418438,-118.241454322,"(34.0242418438, -118.241454322)",634,G,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON
1-867458121,12/28/2017 10:14:01 AM,01/11/2018 01:02:06 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/09/2018 12:00:00 AM,01/11/2018 01:02:06 PM,Y,N,"7102 N CREBS AVE, 91335",7102,N,CREBS,AVE,91335,34.1994720737,-118.543590308,"(34.1994720737, -118.543590308)",530,H,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-867459840,12/28/2017 10:13:57 AM,01/02/2018 01:41:57 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Driver Self Report,,N,WV,12/29/2017 12:00:00 AM,01/02/2018 01:41:57 PM,Y,N,"17447 W SHERMAN WAY, 91406",17447,W,SHERMAN,WAY,91406,34.2013451102,-118.513625044,"(34.2013451102, -118.513625044)",531,B,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-867455381,12/28/2017 10:13:34 AM,01/02/2018 11:06:39 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 11:06:39 PM,Y,N,"7887 S AIRLANE AVE, 90045",7887,S,AIRLANE,AVE,90045,33.9666644705,-118.390560864,"(33.9666644705, -118.390560864)",702,H,2,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC
1-867458871,12/28/2017 10:13:30 AM,01/02/2018 04:04:04 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,12/30/2017 12:00:00 AM,01/02/2018 04:04:04 PM,Y,N,"5916 W WILLOUGHBY AVE, 90038",5916,W,WILLOUGHBY,AVE,90038,34.0869936255,-118.325098309,"(34.0869936255, -118.325098309)",593,F,6,Central APC,13,Mitch O'Farrell,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-867453521,12/28/2017 10:12:41 AM,01/16/2018 09:45:14 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,SLABT,01/13/2018 09:44:37 AM,01/16/2018 09:45:14 AM,Y,N,"1951 S STAUNTON AVE, 90058",1951,S,STAUNTON,AVE,90058,34.0187995279,-118.241674103,"(34.0187995279, -118.241674103)",674,G,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-867453353,12/28/2017 10:12:40 AM,01/03/2018 12:41:20 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,SLA,01/03/2018 12:00:00 AM,01/03/2018 12:40:08 PM,Y,,"5224 S FIGUEROA ST, 90037",5224,S,FIGUEROA,ST,90037,33.9952162245,-118.2825149,"(33.9952162245, -118.2825149)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
